@_id,OrphaCode,Name/#text,DisorderType/Name/#text,DisorderGroup/Name/#text,DisorderGeneAssociationList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/Symbol,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/GeneType/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/0/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/0/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/1/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/1/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/2/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/3/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/2/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/3/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/4/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/5/Reference,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/4/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/ExternalReferenceList/ExternalReference/5/Source,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/LocusList/@_count,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/LocusList/Locus/GeneLocus,DisorderGeneAssociationList/DisorderGeneAssociation/DisorderGeneAssociationType/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/DisorderGeneAssociationStatus/Name/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/Synonym/0/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/Synonym/1/#text,DisorderGeneAssociationList/DisorderGeneAssociation/Gene/SynonymList/Synonym/2/#text
21120,300496,Multiple congenital anomalies-hypotonia-seizures syndrome type 2,Malformation syndrome,Disorder,1,phosphatidylinositol glycan anchor biosynthesis class A,PIGA,3.0,gene with protein product,6.0,Ensembl,ENSG00000165195,Genatlas,PIGA,HGNC,OMIM,8957,311770,P37287,P37287,Reactome,SwissProt,1.0,Xp22.2,Disease-causing germline mutation(s) in,Assessed,GPI3,paroxysmal nocturnal hemoglobinuria,phosphatidylinositol N-acetylglucosaminyltransferase
21127,300536,DDOST-CDG,Disease,Disorder,1,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,DDOST,7.0,gene with protein product,6.0,Ensembl,ENSG00000244038,Genatlas,DDOST,HGNC,OMIM,2728,602202,P39656,P39656,Reactome,SwissProt,1.0,1p36.12,Disease-causing germline mutation(s) in,Assessed,GATD6,KIAA0115,OST
21138,300751,Familial dilated cardiomyopathy with conduction defect due to LMNA mutation,Disease,Disorder,1,lamin A/C,LMNA,3.0,gene with protein product,6.0,Ensembl,ENSG00000160789,Genatlas,LMNA,HGNC,OMIM,6636,150330,P02545,P02545,Reactome,SwissProt,1.0,1q22,Disease-causing germline mutation(s) in,Assessed,HGPS,MADA,mandibuloacral dysplasia type A
21230,306550,FADD-related immunodeficiency,Disease,Disorder,1,Fas associated via death domain,FADD,6.0,gene with protein product,6.0,Ensembl,ENSG00000168040,Genatlas,FADD,HGNC,OMIM,3573,602457,Q13158,Q13158,Reactome,SwissProt,1.0,11q13.3,Disease-causing germline mutation(s) in,Assessed,Fas-associating death domain-containing protein,Fas-associating protein with death domain,GIG3
21219,306504,Junctional epidermolysis bullosa with respiratory and renal involvement,Disease,Disorder,1,integrin subunit alpha 3,ITGA3,6.0,gene with protein product,6.0,SwissProt,P26006,Ensembl,ENSG00000005884,Genatlas,HGNC,ITGA3,6139,605025,P26006,OMIM,Reactome,1.0,17q21.33,Disease-causing germline mutation(s) (loss of function) in,Assessed,CD49c,GAP-B3,VCA-2
21238,306597,X-linked Opitz G/BBB syndrome,Etiological subtype,Subtype of disorder,1,midline 1,MID1,5.0,gene with protein product,6.0,Ensembl,ENSG00000101871,Genatlas,MID1,HGNC,OMIM,7095,300552,O15344,O15344,Reactome,SwissProt,1.0,Xp22,Disease-causing germline mutation(s) (loss of function) in,Assessed,FXY,OS,Opitz/BBB syndrome
21237,306588,Autosomal dominant Opitz G/BBB syndrome,Etiological subtype,Subtype of disorder,1,sperm antigen with calponin homology and coiled-coil domains 1 like,SPECC1L,3.0,gene with protein product,6.0,Reactome,Q69YQ0,Ensembl,ENSG00000100014,Genatlas,HGNC,SPECC1L,29022,614140,Q69YQ0,OMIM,SwissProt,1.0,22q11.23,Disease-causing germline mutation(s) in,Assessed,CYTSA,KIAA0376,cytokinesis and spindle organization A
21110,300319,Charcot-Marie-Tooth disease type 2P,Disease,Disorder,1,leucine rich repeat and sterile alpha motif containing 1,LRSAM1,3.0,gene with protein product,6.0,Ensembl,ENSG00000148356,Genatlas,LRSAM1,HGNC,OMIM,25135,610933,Q6UWE0,Q6UWE0,Reactome,SwissProt,1.0,9q33.3-q34.11,Disease-causing germline mutation(s) in,Assessed,CMT2P,E3 ubiquitin-protein ligase LRSAM1,FLJ31641
21111,300324,Persistent polyclonal B-cell lymphocytosis,Disease,Disorder,1,caspase recruitment domain family member 11,CARD11,4.0,gene with protein product,6.0,Ensembl,ENSG00000198286,Genatlas,CARD11,HGNC,OMIM,16393,607210,Q9BXL7,Q9BXL7,Reactome,SwissProt,1.0,7p22.2,Major susceptibility factor in,Assessed,BIMP3,CARMA1,bcl10-interacting maguk protein 3
21106,300298,Severe congenital hypochromic anemia with ringed sideroblasts,Disease,Disorder,1,STEAP3 metalloreductase,STEAP3,3.0,gene with protein product,6.0,Ensembl,ENSG00000115107,Genatlas,STEAP3,HGNC,OMIM,24592,609671,Q658P3,Q658P3,Reactome,SwissProt,1.0,2q14.2,Disease-causing germline mutation(s) in,Assessed,STMP3,TSAP6,dudlin-2
21117,300382,Progeroid and marfanoid aspect-lipodystrophy syndrome,Disease,Disorder,1,fibrillin 1,FBN1,5.0,gene with protein product,6.0,Ensembl,ENSG00000166147,Genatlas,FBN1,HGNC,OMIM,3603,134797,P35555,P35555,Reactome,SwissProt,1.0,15q21.1,Disease-causing germline mutation(s) in,Assessed,MASS,Marfan syndrome,OCTD
21112,300333,Nephrotic syndrome-deafness-pretibial epidermolysis bullosa syndrome,Disease,Disorder,1,CD151 molecule (Raph blood group),CD151,4.0,gene with protein product,6.0,SwissProt,P48509,Ensembl,ENSG00000177697,Genatlas,HGNC,CD151,1630,602243,P48509,OMIM,Reactome,1.0,11p15.5,Disease-causing germline mutation(s) in,Assessed,PETA-3,RAPH,SFA-1
24042,464738,Basel-Vanagaite-Smirin-Yosef syndrome,Malformation syndrome,Disorder,1,mediator complex subunit 25,MED25,4.0,gene with protein product,6.0,Ensembl,ENSG00000104973,Genatlas,MED25,HGNC,OMIM,28845,610197,Q71SY5,Q71SY5,Reactome,SwissProt,1.0,19q13.3,Disease-causing germline mutation(s) in,Assessed,ACID1,ARC92,DKFZp434K0512
24048,464756,Familial gastric type 1 neuroendocrine tumor,Disease,Disorder,1,ATPase H+/K+ transporting subunit alpha,ATP4A,4.0,gene with protein product,7.0,HGNC,819,OMIM,137216,Genatlas,SwissProt,ATP4A,P20648,P20648,ENSG00000105675,Reactome,Ensembl,1.0,19q13.12,Disease-causing germline mutation(s) in,Assessed,ATP6A,H(+)-K(+)-ATPase alpha subunit,"gastric H,K-ATPase alpha subunit"
24023,464366,NEK9-related lethal skeletal dysplasia,Malformation syndrome,Disorder,1,NIMA related kinase 9,NEK9,4.0,gene with protein product,7.0,HGNC,18591,OMIM,609798,Genatlas,SwissProt,NEK9,Q8TD19,Q8TD19,ENSG00000119638,Reactome,Ensembl,1.0,14q24.3,Disease-causing germline mutation(s) (loss of function) in,Assessed,DKFZp434D0935,MGC16714,NERCC
24020,464336,BENTA disease,Disease,Disorder,1,caspase recruitment domain family member 11,CARD11,4.0,gene with protein product,6.0,Ensembl,ENSG00000198286,Genatlas,CARD11,HGNC,OMIM,16393,607210,Q9BXL7,Q9BXL7,Reactome,SwissProt,1.0,7p22.2,Disease-causing germline mutation(s) (gain of function) in,Assessed,BIMP3,CARMA1,bcl10-interacting maguk protein 3
24024,464370,Neonatal alloimmune neutropenia,Disease,Disorder,1,Fc fragment of IgG receptor IIIb,FCGR3B,3.0,gene with protein product,6.0,Ensembl,ENSG00000162747,Genatlas,FCGR3B,HGNC,OMIM,3620,610665,O75015,O75015,SwissProt,Reactome,1.0,1q23.3,Biomarker tested in,Assessed,CD16,CD16b,Fc gamma receptor IIIb
23676,456312,Infantile multisystem neurologic-endocrine-pancreatic disease,Disease,Disorder,1,peptidyl-tRNA hydrolase 2,PTRH2,6.0,gene with protein product,6.0,HGNC,24265,OMIM,608625,Genatlas,SwissProt,PTRH2,Q9Y3E5,ENSG00000141378,Q9Y3E5,Ensembl,Reactome,1.0,17q23.1,Disease-causing germline mutation(s) in,Assessed,BIT1,Bcl-2 inhibitor of transcription,CFAP37
23660,454745,Kuru,Disease,Disorder,1,prion protein,PRNP,7.0,gene with protein product,6.0,Ensembl,ENSG00000171867,Genatlas,PRNP,HGNC,OMIM,9449,176640,P04156,P04156,Reactome,SwissProt,1.0,20p13,Major susceptibility factor in,Assessed,AltPrP,CD230,Creutzfeldt-Jakob disease
23646,453504,Neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-skeletal anomalies syndrome due to a point mutation,Etiological subtype,Subtype of disorder,1,heterogeneous nuclear ribonucleoprotein K,HNRNPK,3.0,gene with protein product,6.0,HGNC,5044,OMIM,600712,Genatlas,SwissProt,HNRNPK,P61978,P61978,ENSG00000165119,Reactome,Ensembl,1.0,9q21.32,Disease-causing germline mutation(s) (loss of function) in,Assessed,CSBP,TUNP,transformation upregulated nuclear protein
23647,453510,Congenital insensitivity to pain with severe intellectual disability,Disease,Disorder,1,clathrin heavy chain like 1,CLTCL1,3.0,gene with protein product,6.0,HGNC,2093,OMIM,601273,Genatlas,SwissProt,CLTCL1,P53675,P53675,ENSG00000070371,Reactome,Ensembl,1.0,22q11.21,Disease-causing germline mutation(s) in,Assessed,CHC22,CLH22,CLTD
23566,448267,Regressive spondylometaphyseal dysplasia,Malformation syndrome,Disorder,1,lamin B receptor,LBR,3.0,gene with protein product,6.0,OMIM,600024,Reactome,Q14739,SwissProt,Ensembl,Q14739,ENSG00000143815,LBR,6518,Genatlas,HGNC,1.0,1q42.12,Disease-causing germline mutation(s) in,Assessed,DHCR14B,TDRD18,tudor domain containing 18
23560,447997,Spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome,Disease,Disorder,1,solute carrier family 1 member 4,SLC1A4,3.0,gene with protein product,7.0,HGNC,10942,OMIM,600229,Genatlas,SwissProt,SLC1A4,P43007,P43007,ENSG00000115902,Reactome,Ensembl,1.0,2p14,Disease-causing germline mutation(s) in,Assessed,ASCT1,SATT,alanine/serine/cysteine/threonine transporter
23563,448242,Autosomal recessive brachyolmia,Malformation syndrome,Disorder,1,3'-phosphoadenosine 5'-phosphosulfate synthase 2,PAPSS2,5.0,gene with protein product,6.0,Ensembl,ENSG00000198682,Genatlas,PAPSS2,HGNC,OMIM,8604,603005,O95340,O95340,Reactome,SwissProt,1.0,10q23.2-q23.31,Disease-causing germline mutation(s) (loss of function) in,Assessed,ATPSK2,adenosine 5'-phosphosulfate kinase,adenylyl-sulfate kinase
23553,447954,Combined oxidative phosphorylation defect type 25,Disease,Disorder,1,"methionyl-tRNA synthetase 2, mitochondrial",MARS2,3.0,gene with protein product,6.0,Ensembl,ENSG00000247626,Genatlas,MARS2,HGNC,OMIM,25133,609728,Q96GW9,Q96GW9,Reactome,SwissProt,1.0,2q33.1,Disease-causing germline mutation(s) in,Assessed,"Methionine tRNA ligase 2, mitochondrial",SPAX3,mtMetRS
23782,459353,C1 inhibitor deficiency,Disease,Disorder,1,serpin family G member 1,SERPING1,8.0,gene with protein product,6.0,Ensembl,ENSG00000149131,Genatlas,SERPING1,HGNC,OMIM,1228,606860,P05155,P05155,Reactome,SwissProt,1.0,11q12.1,Disease-causing germline mutation(s) in,Assessed,C1-INH,C1-inhibitor,C1IN
23770,459056,Autosomal recessive spastic paraplegia type 75,Disease,Disorder,1,myelin associated glycoprotein,MAG,4.0,gene with protein product,6.0,HGNC,6783,OMIM,159460,Genatlas,SwissProt,MAG,P20916,P20916,ENSG00000105695,Reactome,Ensembl,1.0,19q13.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,S-MAG,SIGLEC-4A,SIGLEC4A
23772,459070,X-linked intellectual disability-cerebellar hypoplasia-spondylo-epiphyseal dysplasia syndrome,Malformation syndrome,Disorder,1,ribosomal protein L10,RPL10,6.0,gene with protein product,6.0,Ensembl,ENSG00000147403,Genatlas,RPL10,HGNC,OMIM,10298,312173,P27635,P27635,Reactome,SwissProt,1.0,Xq28,Disease-causing germline mutation(s) in,Assessed,DXS648,DXS648E,FLJ23544
23733,457485,Macrocephaly-intellectual disability-neurodevelopmental disorder-small thorax syndrome,Malformation syndrome,Disorder,1,mechanistic target of rapamycin kinase,MTOR,11.0,gene with protein product,7.0,Ensembl,ENSG00000198793,Genatlas,MTOR,HGNC,IUPHAR,3942,2109,601231,P42345,OMIM,Reactome,1.0,1p36.22,Disease-causing germline mutation(s) (gain of function) in,Assessed,FK506 binding protein 12-rapamycin associated protein 2,FKBP-rapamycin associated protein,FKBP12-rapamycin complex-associated protein 1
23717,457260,X-linked intellectual disability-hypotonia-movement disorder syndrome,Disease,Disorder,1,DEAD-box helicase 3 X-linked,DDX3X,3.0,gene with protein product,6.0,Ensembl,ENSG00000215301,Genatlas,DDX3X,HGNC,OMIM,2745,300160,O00571,O00571,SwissProt,Reactome,1.0,Xp11.4,Disease-causing germline mutation(s) (loss of function) in,Assessed,DBX,DDX14,HLP2
23724,457375,ITPA-related lethal infantile neurological disorder with cataract and cardiac involvement,Disease,Disorder,1,inosine triphosphatase,ITPA,3.0,gene with protein product,6.0,Ensembl,ENSG00000125877,Genatlas,ITPA,HGNC,OMIM,6176,147520,Q9BY32,Q9BY32,Reactome,SwissProt,1.0,20p13,Disease-causing germline mutation(s) in,Assessed,HLC14-06-P,dJ794I6.3,nucleoside-triphosphate diphosphatase
23720,457284,Microcephaly-corpus callosum hypoplasia-intellectual disability-facial dysmorphism syndrome,Malformation syndrome,Disorder,1,protein phosphatase 2 scaffold subunit Aalpha,PPP2R1A,6.0,gene with protein product,6.0,HGNC,9302,OMIM,605983,Genatlas,SwissProt,PPP2R1A,P30153,P30153,ENSG00000105568,Reactome,Ensembl,1.0,19q13.41,Disease-causing germline mutation(s) in,Assessed,PP2A-Aalpha,PP2AA,PR65A
23709,457223,Syndromic sensorineural deafness due to combined oxidative phosphorylation defect,Disease,Disorder,1,mitochondrial ribosomal protein S7,MRPS7,3.0,gene with protein product,6.0,HGNC,14499,OMIM,611974,Genatlas,SwissProt,MRPS7,Q9Y2R9,Q9Y2R9,ENSG00000125445,Reactome,Ensembl,1.0,17q25.1,Disease-causing germline mutation(s) in,Assessed,MRP-S,RP-S7,RPMS7
23705,457193,Autosomal dominant intellectual disability-craniofacial anomalies-cardiac defects syndrome,Malformation syndrome,Disorder,1,lysine acetyltransferase 6A,KAT6A,3.0,gene with protein product,6.0,Ensembl,ENSG00000083168,Genatlas,KAT6A,HGNC,OMIM,13013,601408,Q92794,Q92794,Reactome,SwissProt,1.0,8p11.21,Disease-causing germline mutation(s) in,Assessed,MOZ,Monocytic leukemia zinc finger protein,ZC2HC6A
23691,457050,Autosomal dominant mitochondrial myopathy with exercise intolerance,Disease,Disorder,1,coiled-coil-helix-coiled-coil-helix domain containing 10,CHCHD10,3.0,gene with protein product,6.0,Reactome,Q8WYQ3,Ensembl,ENSG00000250479,Genatlas,HGNC,CHCHD10,15559,615903,Q8WYQ3,OMIM,SwissProt,1.0,22q11.23,Disease-causing germline mutation(s) in,Assessed,MIX17 homolog A,MIX17A,N27C7-4
7024,629,Short stature due to growth hormone qualitative anomaly,Clinical subtype,Subtype of disorder,1,growth hormone 1,GH1,6.0,gene with protein product,6.0,Ensembl,ENSG00000259384,Genatlas,GH1,HGNC,OMIM,4261,139250,P01241,P01241,Reactome,SwissProt,1.0,17q23.3,Disease-causing germline mutation(s) in,Assessed,GH,GH-N,GHN
24151,466650,Exercise-induced malignant hyperthermia,Disease,Disorder,1,ryanodine receptor 1,RYR1,3.0,gene with protein product,7.0,Ensembl,ENSG00000196218,Genatlas,RYR1,HGNC,IUPHAR,10483,747,180901,P21817,OMIM,Reactome,1.0,19q13.2,Major susceptibility factor in,Assessed,PPP1R137,RYR,"protein phosphatase 1, regulatory subunit 137"
24185,466962,SMARCA4-deficient sarcoma of thorax,Disease,Disorder,1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",SMARCA4,17.0,gene with protein product,7.0,Ensembl,ENSG00000127616,Genatlas,SMARCA4,HGNC,IUPHAR,11100,2740,603254,P51532,OMIM,Reactome,1.0,19p13.2,Disease-causing somatic mutation(s) in,Assessed,ATP-dependent helicase SMARCA4,BAF190,BRG1
24183,466950,Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to WAC point mutation,Clinical subtype,Subtype of disorder,1,WW domain containing adaptor with coiled-coil,WAC,5.0,gene with protein product,6.0,Ensembl,ENSG00000095787,Reactome,Q9BTA9,HGNC,SwissProt,17327,Q9BTA9,615049,WAC,OMIM,Genatlas,1.0,10p12.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,BM-016,FLJ31290,MGC10753
24178,466926,Seizures-scoliosis-macrocephaly syndrome,Disease,Disorder,1,exostosin glycosyltransferase 2,EXT2,3.0,gene with protein product,6.0,Ensembl,ENSG00000151348,Genatlas,EXT2,HGNC,OMIM,3513,608210,Q93063,Q93063,Reactome,SwissProt,1.0,11p11.2,Disease-causing germline mutation(s) (loss of function) in,Assessed,Glucuronosyl-N-acetylglucosaminyl-proteoglycan 4-alpha-N- acetylglucosaminyltransferase,N-acetylglucosaminyl-proteoglycan 4-beta-glucuronosyltransferase,SOTV
24176,466921,Childhood-onset progressive contractures-limb-girdle weakness-muscle dystrophy syndrome,Disease,Disorder,1,titin,TTN,6.0,gene with protein product,7.0,Reactome,Q8WZ42,SwissProt,Q8WZ42,Ensembl,Genatlas,ENSG00000155657,TTN,12403,2265,HGNC,IUPHAR,1.0,2q31.2,Disease-causing germline mutation(s) (loss of function) in,Assessed,CMH9,CMPD4,FLJ32040
24171,466801,LIMS2-related limb-girdle muscular dystrophy,Disease,Disorder,1,LIM zinc finger domain containing 2,LIMS2,3.0,gene with protein product,6.0,Ensembl,ENSG00000072163,HGNC,16084,Reactome,OMIM,Q7Z4I7,607908,Q7Z4I7,LIMS2,SwissProt,Genatlas,1.0,2q14.3,Disease-causing germline mutation(s) in,Assessed,PINCH-2,PINCH2,particularly interesting new Cys-His protein 2
24170,466794,Acute infantile liver failure-cerebellar ataxia-peripheral sensory motor neuropathy syndrome,Disease,Disorder,1,SCY1 like pseudokinase 1,SCYL1,11.0,gene with protein product,6.0,OMIM,607982,Ensembl,ENSG00000142186,IUPHAR,HGNC,2195,14372,SCYL1,Q96KG9,Genatlas,SwissProt,1.0,11q13.1,Disease-causing germline mutation(s) in,Assessed,GKLP,HT019,MGC78454
24169,466791,Macrocephaly-intellectual disability-left ventricular non compaction syndrome,Malformation syndrome,Disorder,1,non-POU domain containing octamer binding,NONO,8.0,gene with protein product,6.0,Reactome,Q15233,Ensembl,ENSG00000147140,Genatlas,HGNC,NONO,7871,300084,Q15233,OMIM,SwissProt,1.0,Xq13.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,NMT55,NRB54,"Nuclear RNA-binding protein, 54-kD"
24166,466768,Autosomal dominant Charcot-Marie-Tooth disease type 2Z,Disease,Disorder,1,MORC family CW-type zinc finger 2,MORC2,3.0,gene with protein product,6.0,Reactome,Q9Y6X9,OMIM,616661,HGNC,Genatlas,23573,MORC2,ENSG00000133422,Q9Y6X9,Ensembl,SwissProt,1.0,22q12.2,Disease-causing germline mutation(s) in,Assessed,AC004542.C22.1,KIAA0852,ZCW3
24162,466722,Autosomal recessive spastic paraplegia type 77,Disease,Disorder,1,"phenylalanyl-tRNA synthetase 2, mitochondrial",FARS2,3.0,gene with protein product,6.0,Ensembl,ENSG00000145982,Genatlas,FARS2,HGNC,OMIM,21062,611592,O95363,O95363,Reactome,SwissProt,1.0,6p25.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,"Phenylalanine tRNA ligase 2, mitochondrial",dJ236A3.1,mtPheRS
24161,466718,Martinique crinkled retinal pigment epitheliopathy,Disease,Disorder,1,MAPK activated protein kinase 3,MAPKAPK3,3.0,gene with protein product,7.0,OMIM,602130,Genatlas,MAPKAPK3,SwissProt,Reactome,Q16644,Q16644,ENSG00000114738,6888,Ensembl,HGNC,1.0,3p21.2,Disease-causing germline mutation(s) in,Assessed,3PK,3pK,MAPKAP3
24160,466703,TMEM199-CDG,Disease,Disorder,1,transmembrane protein 199,TMEM199,3.0,gene with protein product,6.0,Reactome,Q8N511,Ensembl,ENSG00000244045,Genatlas,SwissProt,TMEM199,Q8N511,616815,18085,OMIM,HGNC,1.0,17q11.2,Disease-causing germline mutation(s) (loss of function) in,Assessed,MGC45714,VMA12,VPH2
24074,465824,Fetal encasement syndrome,Malformation syndrome,Disorder,1,component of inhibitor of nuclear factor kappa B kinase complex,CHUK,7.0,gene with protein product,7.0,HGNC,1974,OMIM,600664,Genatlas,SwissProt,CHUK,O15111,O15111,ENSG00000213341,Reactome,Ensembl,1.0,10q24.31,Disease-causing germline mutation(s) in,Assessed,I-kappa-B kinase,IKK-alpha,IKK1
24220,468620,Intellectual disability-epilepsy-extrapyramidal syndrome,Disease,Disorder,1,DEAF1 transcription factor,DEAF1,3.0,gene with protein product,6.0,Ensembl,ENSG00000177030,Genatlas,DEAF1,HGNC,OMIM,14677,602635,O75398,O75398,SwissProt,Reactome,1.0,11p15.5,Disease-causing germline mutation(s) in,Assessed,NUDR,SPN,ZMYND5
24231,468666,Isolated generalized anhidrosis with normal sweat glands,Disease,Disorder,1,"inositol 1,4,5-trisphosphate receptor type 2",ITPR2,3.0,gene with protein product,7.0,HGNC,6181,OMIM,600144,Genatlas,SwissProt,ITPR2,Q14571,Q14571,ENSG00000123104,Reactome,Ensembl,1.0,12p11.23,Disease-causing germline mutation(s) (loss of function) in,Assessed,CFAP48,IP3R2,cilia and flagella associated protein 48
24234,468678,White-Sutton syndrome,Disease,Disorder,1,pogo transposable element derived with ZNF domain,POGZ,5.0,gene with protein product,6.0,Reactome,Q7Z3K3,SwissProt,Q7Z3K3,OMIM,HGNC,614787,18801,ENSG00000143442,POGZ,Ensembl,Genatlas,1.0,1q21.3,Disease-causing germline mutation(s) (loss of function) in,Assessed,KIAA0461,ZNF280E,ZNF635m
24237,468717,Rhizomelic chondrodysplasia punctata type 5,Etiological subtype,Subtype of disorder,1,peroxisomal biogenesis factor 5,PEX5,3.0,gene with protein product,6.0,Reactome,P50542,Ensembl,ENSG00000139197,Genatlas,HGNC,PEX5,9719,600414,P50542,OMIM,SwissProt,1.0,12p13.31,Disease-causing germline mutation(s) (loss of function) in,Assessed,PTS1R,peroxisomal import receptor 5,peroxisomal targeting signal 1 receptor
22829,401785,Autosomal recessive spastic paraplegia type 62,Disease,Disorder,1,ER lipid raft associated 1,ERLIN1,4.0,gene with protein product,6.0,Reactome,O75477,OMIM,611604,SwissProt,Ensembl,O75477,ENSG00000107566,ERLIN1,16947,Genatlas,HGNC,1.0,10q24.31,Disease-causing germline mutation(s) in,Assessed,Band_7 23-211 Keo4 (Interim) similar to C.elegans protein C42C1.9,Erlin-1,KE04
22828,401780,Autosomal recessive spastic paraplegia type 61,Disease,Disorder,1,ADP ribosylation factor like GTPase 6 interacting protein 1,ARL6IP1,4.0,gene with protein product,6.0,Ensembl,ENSG00000170540,Genatlas,ARL6IP1,HGNC,OMIM,697,607669,Q15041,Q15041,SwissProt,Reactome,1.0,16p12.3,Disease-causing germline mutation(s) in,Assessed,AIP1,ARMER,KIAA0069
22831,401800,Autosomal recessive spastic paraplegia type 60,Disease,Disorder,1,WD repeat domain 48,WDR48,3.0,gene with protein product,6.0,Reactome,Q8TAF3,Ensembl,ENSG00000114742,Genatlas,HGNC,WDR48,30914,612167,Q8TAF3,OMIM,SwissProt,1.0,3p22.2,Disease-causing germline mutation(s) in,Assessed,KIAA1449,P80,SPG60
22830,401795,Autosomal recessive spastic paraplegia type 59,Disease,Disorder,1,ubiquitin specific peptidase 8,USP8,4.0,gene with protein product,6.0,Ensembl,ENSG00000138592,Genatlas,USP8,HGNC,OMIM,12631,603158,P40818,P40818,Reactome,SwissProt,1.0,15q21.2,Disease-causing germline mutation(s) in,Assessed,HumORF8,KIAA0055,SPG59
22825,401768,Proximal myopathy with extrapyramidal signs,Disease,Disorder,1,mitochondrial calcium uptake 1,MICU1,3.0,gene with protein product,6.0,Reactome,Q9BPX6,Ensembl,ENSG00000107745,Genatlas,HGNC,MICU1,1530,605084,Q9BPX6,OMIM,SwissProt,1.0,10q22.1,Disease-causing germline mutation(s) (loss of function) in,Assessed,CALC,EFHA3,FLJ12684
22827,401777,Optic atrophy-intellectual disability syndrome,Disease,Disorder,1,nuclear receptor subfamily 2 group F member 1,NR2F1,5.0,gene with protein product,7.0,Ensembl,ENSG00000175745,Genatlas,NR2F1,HGNC,IUPHAR,7975,617,132890,P10589,OMIM,Reactome,1.0,5q15,Disease-causing germline mutation(s) (loss of function) in,Assessed,COUP-TFI,COUPTF1,EAR-3
22837,401830,Autosomal recessive spastic paraplegia type 69,Disease,Disorder,1,RAB3 GTPase activating non-catalytic protein subunit 2,RAB3GAP2,4.0,gene with protein product,6.0,Reactome,Q9H2M9,Ensembl,ENSG00000118873,Genatlas,HGNC,RAB3GAP2,17168,609275,Q9H2M9,OMIM,SwissProt,1.0,1q41,Disease-causing germline mutation(s) in,Assessed,DKFZP434D245,KIAA0839,RAB3-GAP150
